ano,id_municipio,conta,valor,perc
2022,2708956,Saúde,14966565.3,20.36689077439622
2022,1200450,Saúde,17610284.32,24.741015790082326
2022,1200609,Saúde,23979717.41,18.59166890775156
2022,1200013,Saúde,10897749.5,20.815870392633585
2022,1200302,Saúde,17623684.82,19.22204376301177
2022,1200401,Saúde,203671644.25,17.83359435343059
2022,1200203,Saúde,55551354.74,19.48094167986793
2022,1200328,Saúde,6227593,13.337353456105896
2022,1200393,Saúde,9204893.56,13.369089695981886
2022,1200708,Saúde,13779418.48,26.37197599595166
2022,1200500,Saúde,33486404.95,22.90598172547321
2022,1200807,Saúde,10173864.7,20.679212784535466
2022,1200336,Saúde,12097451.5,16.091246246727035
2022,1200351,Saúde,10105355.7,13.806999679211085
2022,1200344,Saúde,5873919.11,12.583715328601592
2022,1200252,Saúde,16370445.07,24.096513371644594
2022,1200427,Saúde,13826131.91,17.151046466301352
2022,1200054,Saúde,6273201.25,17.01965669627258
2022,1200385,Saúde,13461508.4,19.88294155767159
2022,1200104,Saúde,19823461.51,20.945673285092166
2022,3205309,Saúde,306901629.61,15.69615400851242
2022,3205200,Saúde,248031999.76,17.084206803041127
2022,3203601,Saúde,12469445.17,31.759055543807897
2022,3200904,Saúde,39898025.85,22.299379866625134
2022,3204252,Saúde,11713375.58,24.990496811148013
2022,3205069,Saúde,37955934,30.915377594592208
2022,3200102,Saúde,34532105.77,28.4740650562944
2022,3202009,Saúde,8824803.69,20.694475182807427
2022,3203502,Saúde,28463524.84,29.212770825305633
2022,3202454,Saúde,18670474.06,21.681864273153618
2022,3202603,Saúde,16664133.51,22.44467672672962
2022,3204906,Saúde,79715491.41,18.45802140054317
2022,3204203,Saúde,25941543.58,24.408579611171454
2022,3201308,Saúde,157418612.52,13.942099181828596
2022,3203353,Saúde,16592383.63,25.5937451871795
2022,3201803,Saúde,7679372.44,23.649936006435443
2022,3205036,Saúde,18559216.83,19.046656958795815
2022,3202553,Saúde,9835553.43,21.606020491066197
2022,3204955,Saúde,13734350.81,23.422402823583504
2022,3200706,Saúde,15500846.59,23.49648943209183
2022,3203320,Saúde,78033427.75,19.636655166388678
2022,3201605,Saúde,28927760.21,21.147165560279095
2022,3201506,Saúde,164615057.57,30.774146471608876
2022,3200201,Saúde,27218988.64,23.44536872447768
2022,3200508,Saúde,9494070.59,23.858153757992344
2022,3203908,Saúde,49260728.72,24.752402880679877
2022,3201704,Saúde,12160714.45,18.268118135406777
2022,3202900,Saúde,15009586.76,28.080217575287303
2022,3205002,Saúde,364676496.65,19.86686406751562
2022,3205101,Saúde,60064053.99,16.650452935389232
2022,3202405,Saúde,72535813.5,15.45261321097218
2022,3205010,Saúde,27250037.83,22.960932585329132
2022,3200607,Saúde,107544480.66,21.326943439408357
2022,3202504,Saúde,13455375.35,20.11926152601689
2022,3200300,Saúde,18566046.12,23.662126910187155
2022,3204351,Saúde,23130374.1,24.1351637387827
2022,3204401,Saúde,11623189.5,20.882348463282426
2022,3205176,Saúde,18363551.93,23.28847492125716
2022,3202256,Saúde,16668102.61,25.541445542295293
2022,3202652,Saúde,13820789.9,22.679719190673087
2022,3203130,Saúde,16723454.2,20.75555977584703
2022,3200409,Saúde,57810278.11,20.5650117724813
2022,3200805,Saúde,28217272.84,19.722716715889185
2022,3204658,Saúde,12272899.77,21.28029393072372
2022,3203403,Saúde,28419302.78,26.026213601276872
2022,3204559,Saúde,46323168.46,22.140982244845016
2022,3204104,Saúde,26518081.4,24.94446935398059
2022,3203163,Saúde,15379904.35,24.627568086057575
2022,3203700,Saúde,20226306,24.454904105745904
2022,3203205,Saúde,228586354.92,24.095564559979774
2022,3204500,Saúde,11211320.59,19.169427065021864
2022,3202207,Saúde,19850027.26,20.305033606611918
2022,3202801,Saúde,72069604.59,15.72130999355541
2022,3200136,Saúde,10170351.41,17.90405102762295
2022,3204054,Saúde,24771760.22,27.239199714000588
2022,3205150,Saúde,9237017.51,18.229209931129624
2022,3201100,Saúde,14338497.98,27.658906228550535
2022,3203056,Saúde,33317620.93,21.11654871455152
2022,3201902,Saúde,35106185.28,20.792381240178255
2022,3203809,Saúde,17046905.77,28.330267395193726
2022,3202108,Saúde,24501417.93,27.235244773240762
2022,3201001,Saúde,13635883.06,20.716212494509488
2022,3202306,Saúde,23901752.6,20.839180503583414
2022,3203007,Saúde,26963949.92,22.462923743772684
2022,3204302,Saúde,51410475.8,14.91253766494374
2022,3203106,Saúde,11360545.25,21.947308764025166
2022,3203346,Saúde,16524862.79,18.366459273379846
2022,3204807,Saúde,14305696.39,23.204601084409422
2022,3201407,Saúde,40894989.14,25.95717207078646
2022,3200169,Saúde,11474124.39,20.223871038226164
2022,3204708,Saúde,33423272.63,25.752623712156936
2022,3204609,Saúde,35482681.5,32.34367868950944
2022,3202702,Saúde,14905331.12,22.54819528109747
2022,3201209,Saúde,110936214.78,16.98574354663997
2022,3201159,Saúde,16591704.9,23.88479854694739
2022,3200359,Saúde,8120540.15,22.107526039081485
2022,3203304,Saúde,9789007.11,17.637431913769603
2022,3204005,Saúde,21365797.59,23.53419850503147
2022,2616209,Saúde,20222383.89,26.460743374847134
2022,2600500,Saúde,27639370.82,20.194892568621697
2022,2613305,Saúde,27753558.9,33.70533732835718
2022,2611101,Saúde,205385209.47,17.205166857300114
2022,2605152,Saúde,19875551.44,27.950468565579467
2022,2612554,Saúde,14812169.02,27.176835211153854
2022,2615607,Saúde,21729139.61,18.20135815040046
2022,2612604,Saúde,26291582.53,19.12899741888475
2022,2600708,Saúde,26145773.91,21.194260010658205
2022,2605509,Saúde,11874715.62,26.012880284158573
2022,2606200,Saúde,97086044.65,22.939550058665866
2022,2603454,Saúde,127023104.58,32.61616948322628
2022,2611408,Saúde,11722720.57,22.075741323351846
2022,2615508,Saúde,10477132.14,20.0146652099437
2022,2613800,Saúde,19945818.85,27.671528300114428
2022,2611533,Saúde,8437958.93,19.960677151606905
2022,2600807,Saúde,14846531.71,23.314770611644178
2022,2605608,Saúde,14814312.97,19.550882722433318
2022,2600906,Saúde,15053364,20.619630294851117
2022,2609006,Saúde,21887761.21,23.336889901502982
2022,2604403,Saúde,11520939.13,23.165036999982323
2022,2607307,Saúde,27316858.43,21.678408701717625
2022,2603405,Saúde,7534317.72,19.822712780787207
2022,2605301,Saúde,23798864.25,20.92400943397901
2022,2603009,Saúde,29419534.96,23.61922502354114
2022,2612000,Saúde,11403813.73,27.250053313088728
2022,2608255,Saúde,11611626.17,22.069901582715833
2022,2606903,Saúde,13215444.36,25.09388076065364
2022,2600104,Saúde,30816483.36,20.568339440203303
2022,2611606,Saúde,1515238196.67,24.11593471500975
2022,2614402,Saúde,8182606.47,21.54941627944322
2022,2615706,Saúde,13349567.68,19.19355713365466
2022,2601607,Saúde,18572318.71,22.272032793827883
2022,2603900,Saúde,20042628.64,25.595760632734756
2022,2607208,Saúde,211983480.04,20.359473702907813
2022,2605806,Saúde,15300008.44,28.803734987367243
2022,2605905,Saúde,20282074,26.245179160752325
2022,2615201,Saúde,10649959.28,22.700899085207247
2022,2609907,Saúde,42964686.6,20.96965705632517
2022,2601904,Saúde,47982454.61,28.9985120249732
2022,2612455,Saúde,13685557.92,22.444960806814837
2022,2610400,Saúde,21137251.53,22.854725919281197
2022,2606408,Saúde,67963194.73,26.23326013546745
2022,2603801,Saúde,18996006.99,24.813149609946073
2022,2613909,Saúde,68946136.17,22.723776126408037
2022,2614006,Saúde,17890353.41,23.15523802076252
2022,2603306,Saúde,13011646.9,25.348175230870496
2022,2611002,Saúde,43537475.58,30.10777255267151
2022,2612703,Saúde,14544592.03,27.797565880535764
2022,2608206,Saúde,13756240.87,23.330991656928177
2022,2613602,Saúde,31155703.64,27.1089173446224
2022,2613008,Saúde,29085823.75,19.127895795576066
2022,2602209,Saúde,26479448.63,20.45418713418325
